user_id,item_id,rank
794757,599,14
794757,2246,15
794757,15464,16
794757,13515,17
794757,11237,18
794757,4160,19
794757,14317,20
1074183,599,1
1074183,7671,2
1074183,12719,3
1074183,11804,4
1074183,3734,5
1074183,14414,6
1074183,15484,7
1074183,10513,8
1074183,11237,9
1074183,1042,10
1074183,6837,11
1074183,12629,12
1074183,11033,13
1074183,6458,14
1074183,4398,15
1074183,5693,16
1074183,1287,17
1074183,657,18
1074183,10772,19
1074183,15464,20
98,14414,1
98,12719,2
98,1024,3
98,9524,4
98,1819,5
98,657,6
98,5906,7
98,7671,8
98,1287,9
98,6458,10
98,14388,11
98,9211,12
98,13955,13
98,830,14
98,9465,15
98,9169,16
98,5693,17
98,16166,18
98,15464,19
98,12501,20
854218,5693,1
854218,12719,2
854218,1287,3
854218,11310,4
854218,1819,5
854218,10772,6
854218,14414,7
854218,657,8
854218,11018,9
854218,3734,10
854218,16166,11
854218,7626,12
854218,15464,13
854218,6458,14
854218,6825,15
854218,11237,16
854218,3935,17
854218,8481,18
854218,4436,19
854218,366,20
959143,7671,1
959143,6837,2
959143,12719,3
959143,3734,4
959143,16270,5
959143,6458,6
959143,657,7
959143,16166,8
959143,1287,9
959143,9465,10
959143,1819,11
959143,5693,12
959143,9169,13
959143,15464,14
959143,10772,15
959143,11237,16
959143,12501,17
959143,3182,18
959143,10761,19
959143,7417,20
168720,657,1
168720,1287,2
168720,13865,3
168720,12719,4
168720,7671,5
168720,15464,6
168720,16166,7
168720,10772,8
168720,6837,9
168720,1819,10
168720,5693,11
168720,8636,12
168720,3734,13
168720,11237,14
168720,9169,15
168720,9728,16
168720,11778,17
168720,12501,18
168720,14431,19
168720,16270,20
955612,12719,1
955612,14414,2
955612,13865,3
955612,7671,4
955612,657,5
955612,1287,6
955612,3734,7
955612,6837,8
955612,8636,9
955612,16166,10
955612,11237,11
955612,5693,12
955612,10772,13
955612,6458,14
955612,1819,15
955612,15464,16
955612,9465,17
955612,16270,18
955612,9169,19
955612,11778,20
221543,602,1
221543,599,2
221543,11237,3
221543,7798,4
221543,9728,5
221543,3182,6
221543,1287,7
221543,657,8
221543,5693,9
221543,8636,10
221543,13865,11
221543,10772,12
221543,6837,13
221543,16166,14
221543,6458,15
221543,15464,16
221543,11778,17
221543,7671,18
221543,1844,19
221543,1819,20
576353,12719,1
576353,3734,2
576353,7671,3
576353,14414,4
576353,6837,5
576353,16166,6
576353,1287,7
576353,657,8
576353,5693,9
576353,15464,10
576353,1819,11
576353,6458,12
576353,10772,13
576353,13865,14
576353,9211,15
576353,9465,16
576353,16270,17
576353,11237,18
576353,9169,19
576353,12501,20
1023223,14414,1
1023223,3734,2
1023223,13865,3
1023223,6837,4
1023223,7671,5
1023223,13533,6
1023223,12719,7
1023223,599,8
1023223,9465,9
1023223,11237,10
1023223,6458,11
1023223,1287,12
1023223,5693,13
1023223,9646,14
1023223,657,15
1023223,13026,16
1023223,3784,17
1023223,9728,18
1023223,8636,19
1023223,512,20
614709,9646,1
614709,13865,2
614709,180,3
614709,1264,4
614709,1024,5
614709,8832,6
614709,6853,7
614709,3734,8
614709,14388,9
614709,460,10
614709,11940,11
614709,1678,12
614709,7132,13
614709,14414,14
614709,11103,15
614709,12719,16
614709,9198,17
614709,3446,18
614709,10596,19
614709,4207,20
945025,7671,1
945025,14414,2
945025,12719,3
945025,6837,4
945025,9465,5
945025,3,6
945025,14230,7
945025,6458,8
945025,5693,9
945025,657,10
945025,10436,11
945025,15464,12
945025,11237,13
945025,1287,14
945025,12637,15
945025,10772,16
945025,4207,17
945025,11103,18
945025,3927,19
945025,3784,20
961648,6837,1
961648,1024,2
961648,7671,3
961648,12719,4
961648,14414,5
961648,3734,6
961648,9524,7
961648,9211,8
961648,6458,9
961648,14388,10
961648,11237,11
961648,657,12
961648,9465,13
961648,8636,14
961648,1287,15
961648,3182,16
961648,13865,17
961648,9169,18
961648,11778,19
961648,1819,20
428793,12719,1
428793,6837,2
428793,14414,3
428793,657,4
428793,1287,5
428793,1819,6
428793,7671,7
428793,3182,8
428793,3734,9
428793,11237,10
428793,6458,11
428793,9465,12
428793,5693,13
428793,5754,14
428793,2323,15
428793,13865,16
428793,13280,17
428793,12501,18
428793,15464,19
428793,16166,20
169100,14388,1
169100,1895,2
169100,9211,3
169100,6837,4
169100,1678,5
169100,2323,6
169100,6458,7
169100,2775,8
169100,12719,9
169100,14655,10
169100,9465,11
169100,15787,12
169100,14230,13
169100,1817,14
169100,5693,15
169100,11237,16
169100,15464,17
169100,10436,18
169100,14414,19
169100,14245,20
891241,7671,1
891241,6837,2
891241,14414,3
891241,12719,4
891241,6458,5
891241,657,6
891241,11237,7
891241,9465,8
891241,3734,9
891241,13865,10
891241,15464,11
891241,1287,12
891241,4790,13
891241,8636,14
891241,1819,15
891241,599,16
891241,5693,17
891241,10772,18
891241,11778,19
891241,9169,20
336217,599,1
336217,7671,2
336217,6837,3
336217,14414,4
336217,11103,5
336217,602,6
336217,11940,7
336217,3446,8
336217,11102,9
336217,12719,10
336217,10191,11
336217,12229,12
336217,1287,13
336217,11592,14
336217,6458,15
336217,11237,16
336217,10772,17
336217,5693,18
336217,3402,19
336217,11122,20
1018808,599,1
1018808,7671,2
1018808,12719,3
1018808,14414,4
1018808,11103,5
1018808,4207,6
1018808,6837,7
1018808,3446,8
1018808,9465,9
1018808,6458,10
1018808,657,11
1018808,15464,12
1018808,5693,13
1018808,11237,14
1018808,3734,15
1018808,2865,16
1018808,11778,17
1018808,1287,18
1018808,16166,19
1018808,10772,20
137631,3446,1
137631,11103,2
137631,11940,3
137631,6853,4
137631,10191,5
137631,10827,6
137631,14260,7
137631,8832,8
137631,4207,9
137631,7132,10
137631,9198,11
137631,1264,12
137631,10859,13
137631,599,14
137631,11592,15
137631,8356,16
137631,86,17
137631,16315,18
137631,936,19
137631,1678,20
826717,6837,1
826717,12719,2
826717,7671,3
826717,14414,4
826717,1287,5
826717,657,6
826717,1819,7
826717,16166,8
826717,8358,9
826717,11237,10
826717,5693,11
826717,6458,12
826717,15464,13
826717,9169,14
826717,10772,15
826717,11778,16
826717,3734,17
826717,7626,18
826717,12501,19
826717,12173,20
986855,599,1
986855,13092,2
986855,10039,3
986855,3784,4
986855,512,5
986855,1955,6
986855,13588,7
986855,7671,8
986855,7335,9
986855,602,10
986855,11103,11
986855,15585,12
986855,4207,13
986855,9602,14
986855,12719,15
986855,14414,16
986855,9261,17
986855,6837,18
986855,1145,19
986855,6458,20
903664,14388,1
903664,12719,2
903664,6837,3
903664,1678,4
903664,386,5
903664,9211,6
903664,14414,7
903664,9524,8
903664,2775,9
903664,14230,10
903664,2323,11
903664,5693,12
903664,12637,13
903664,15464,14
903664,1287,15
903664,11237,16
903664,10436,17
903664,6458,18
903664,657,19
903664,3071,20
1029712,460,1
1029712,6837,2
1029712,14414,3
1029712,12719,4
1029712,3360,5
1029712,3734,6
1029712,6458,7
1029712,13865,8
1029712,5906,9
1029712,9465,10
1029712,657,11
1029712,11237,12
1029712,1287,13
1029712,8636,14
1029712,3182,15
1029712,3718,16
1029712,1819,17
1029712,15787,18
1029712,11778,19
1029712,9169,20
596332,15774,1
596332,3784,2
596332,512,3
596332,4619,4
596332,7102,5
596332,11768,6
596332,13742,7
596332,509,8
596332,11500,9
596332,5057,10
596332,5890,11
596332,12521,12
596332,8460,13
596332,12938,14
596332,15770,15
596332,7427,16
596332,849,17
596332,599,18
596332,7671,19
596332,14414,20
122137,460,1
122137,3734,2
122137,11237,3
122137,14317,4
122137,6837,5
122137,6458,6
122137,13865,7
122137,14414,8
122137,8636,9
122137,12719,10
122137,5906,11
122137,1287,12
122137,657,13
122137,5693,14
122137,3935,15
122137,14388,16
122137,1024,17
122137,15464,18
122137,11778,19
122137,3182,20
190198,11103,1
190198,14260,2
190198,4207,3
190198,3446,4
190198,1264,5
190198,11940,6
190198,180,7
190198,10191,8
190198,14414,9
190198,12719,10
190198,6837,11
190198,7132,12
190198,4551,13
190198,9115,14
190198,14388,15
190198,9211,16
190198,8832,17
190198,16315,18
190198,3552,19
190198,9311,20
567783,3734,1
567783,7671,2
567783,12719,3
567783,6837,4
567783,13865,5
567783,14414,6
567783,657,7
567783,8636,8
567783,11237,9
567783,6458,10
567783,1287,11
567783,5693,12
567783,15464,13
567783,10772,14
567783,9465,15
567783,3182,16
567783,9169,17
567783,9728,18
567783,11778,19
567783,142,20
364288,11103,1
364288,1024,2
364288,3446,3
364288,14414,4
364288,180,5
364288,7671,6
364288,1264,7
364288,4551,8
364288,7132,9
364288,12719,10
364288,9524,11
364288,14388,12
364288,6853,13
364288,4207,14
364288,5249,15
364288,6837,16
364288,11940,17
364288,14507,18
364288,9211,19
364288,8832,20
777620,10191,1
777620,4207,2
777620,7671,3
777620,1024,4
777620,180,5
777620,3552,6
777620,3446,7
777620,5249,8
777620,14507,9
777620,1264,10
777620,15687,11
777620,14414,12
777620,12719,13
777620,14553,14
777620,6853,15
777620,6837,16
777620,10336,17
777620,7132,18
777620,14388,19
777620,3495,20
107865,12719,1
107865,1819,2
107865,7671,3
107865,14414,4
107865,5693,5
107865,16166,6
107865,657,7
107865,10772,8
107865,15464,9
107865,6837,10
107865,1287,11
107865,11237,12
107865,6458,13
107865,11778,14
107865,9169,15
107865,16270,16
107865,3734,17
107865,9465,18
107865,1844,19
107865,12501,20
142013,5906,1
142013,12719,2
142013,9524,3
142013,1024,4
142013,14414,5
142013,830,6
142013,6458,7
142013,7582,8
142013,14388,9
142013,9465,10
142013,460,11
142013,8850,12
142013,16166,13
142013,10761,14
142013,1287,15
142013,9211,16
142013,657,17
142013,9714,18
142013,11664,19
142013,13865,20
610252,599,1
610252,14414,2
610252,1895,3
610252,9211,4
610252,6837,5
610252,12719,6
610252,602,7
610252,14388,8
610252,2775,9
610252,11103,10
610252,14655,11
610252,11940,12
610252,1678,13
610252,9465,14
610252,15787,15
610252,3446,16
610252,1817,17
610252,2323,18
610252,10191,19
610252,6458,20
1095221,7671,1
1095221,12719,2
1095221,14414,3
1095221,6837,4
1095221,657,5
1095221,15464,6
1095221,6458,7
1095221,5693,8
1095221,9728,9
1095221,11102,10
1095221,11237,11
1095221,9465,12
1095221,3742,13
1095221,1287,14
1095221,3784,15
1095221,3269,16
1095221,3182,17
1095221,13018,18
1095221,3734,19
1095221,14317,20
377651,599,1
377651,14388,2
377651,7671,3
377651,12719,4
377651,14414,5
377651,602,6
377651,6837,7
377651,11103,8
377651,6458,9
377651,4207,10
377651,15464,11
377651,3446,12
377651,5693,13
377651,11237,14
377651,9465,15
377651,180,16
377651,8636,17
377651,11940,18
377651,1287,19
377651,429,20
661711,602,1
661711,599,2
661711,12719,3
661711,14414,4
661711,1895,5
661711,6837,6
661711,3734,7
661711,9211,8
661711,14388,9
661711,1678,10
661711,1817,11
661711,9465,12
661711,6458,13
661711,2323,14
661711,11237,15
661711,15787,16
661711,2775,17
661711,16166,18
661711,13955,19
661711,5693,20
448057,599,1
448057,7671,2
448057,14414,3
448057,6837,4
448057,12719,5
448057,6458,6
448057,657,7
448057,11237,8
448057,9465,9
448057,602,10
448057,3734,11
448057,873,12
448057,5693,13
448057,8636,14
448057,15464,15
448057,11103,16
448057,4207,17
448057,1287,18
448057,3182,19
448057,10772,20
695388,7671,1
695388,6837,2
695388,12719,3
695388,4459,4
695388,11102,5
695388,12382,6
695388,11237,7
695388,3784,8
695388,512,9
695388,5949,10
695388,3363,11
695388,15464,12
695388,5693,13
695388,1287,14
695388,657,15
695388,3734,16
695388,9862,17
695388,3182,18
695388,16166,19
695388,11778,20
1044759,599,1
1044759,14388,2
1044759,12719,3
1044759,386,4
1044759,1678,5
1044759,6837,6
1044759,9524,7
1044759,13886,8
1044759,14414,9
1044759,9211,10
1044759,2323,11
1044759,2775,12
1044759,2025,13
1044759,5693,14
1044759,7169,15
1044759,12837,16
1044759,11237,17
1044759,3734,18
1044759,15464,19
1044759,6458,20
501396,599,1
501396,11103,2
501396,14414,3
501396,7671,4
501396,6837,5
501396,3446,6
501396,12719,7
501396,602,8
501396,11940,9
501396,9465,10
501396,4207,11
501396,6458,12
501396,11592,13
501396,5693,14
501396,1287,15
501396,10191,16
501396,5669,17
501396,11237,18
501396,657,19
501396,15464,20
77305,3446,1
77305,14260,2
77305,5249,3
77305,11940,4
77305,10191,5
77305,10827,6
77305,4207,7
77305,180,8
77305,9820,9
77305,8832,10
77305,11103,11
77305,9115,12
77305,14414,13
77305,7298,14
77305,6853,15
77305,11592,16
77305,86,17
77305,12719,18
77305,1264,19
77305,16315,20
1091510,7671,1
1091510,599,2
1091510,12719,3
1091510,14414,4
1091510,7738,5
1091510,12712,6
1091510,6837,7
1091510,11102,8
1091510,11103,9
1091510,5693,10
1091510,657,11
1091510,15464,12
1091510,11237,13
1091510,7073,14
1091510,16443,15
1091510,1287,16
1091510,8334,17
1091510,2779,18
1091510,10772,19
1091510,3734,20
412828,12719,1
412828,7671,2
412828,14414,3
412828,1287,4
412828,6837,5
412828,15464,6
412828,10772,7
412828,16166,8
412828,11237,9
412828,657,10
412828,5693,11
412828,8636,12
412828,6458,13
412828,1819,14
412828,12501,15
412828,16270,16
412828,561,17
412828,9169,18
412828,1857,19
412828,14431,20
630316,13865,1
630316,3734,2
630316,14414,3
630316,657,4
630316,11237,5
630316,1287,6
630316,6837,7
630316,12719,8
630316,1819,9
630316,5693,10
630316,15464,11
630316,8636,12
630316,16270,13
630316,1024,14
630316,6458,15
630316,7671,16
630316,10772,17
630316,14388,18
630316,16166,19
630316,9211,20
227253,599,1
227253,602,2
227253,14414,3
227253,4207,4
227253,12719,5
227253,14388,6
227253,6837,7
227253,1895,8
227253,14655,9
227253,2775,10
227253,1817,11
227253,11103,12
227253,3446,13
227253,6733,14
227253,15787,15
227253,9465,16
227253,1678,17
227253,2323,18
227253,9211,19
227253,6458,20
503091,3734,1
503091,6837,2
503091,13865,3
503091,11237,4
503091,1287,5
503091,657,6
503091,8636,7
503091,14414,8
503091,1819,9
503091,5693,10
503091,6458,11
503091,3182,12
503091,10772,13
503091,14388,14
503091,15464,15
503091,7671,16
503091,12719,17
503091,9169,18
503091,16270,19
503091,16166,20
172048,14414,1
172048,12719,2
172048,657,3
172048,5693,4
172048,1819,5
172048,6785,6
172048,10772,7
172048,15464,8
172048,3734,9
172048,1287,10
172048,16166,11
172048,5906,12
172048,6458,13
172048,13865,14
172048,16270,15
172048,9169,16
172048,6210,17
172048,11237,18
172048,3360,19
172048,14655,20
478346,12719,1
478346,14414,2
478346,14388,3
478346,386,4
478346,1024,5
478346,1678,6
478346,9211,7
478346,9465,8
478346,2323,9
478346,9524,10
478346,8886,11
478346,13073,12
478346,11426,13
478346,2775,14
478346,5693,15
478346,3071,16
478346,6993,17
478346,8154,18
478346,13029,19
478346,6458,20
905206,14414,1
905206,3071,2
905206,6837,3
905206,12719,4
905206,14461,5
905206,14388,6
905206,3734,7
905206,6458,8
905206,15464,9
905206,16166,10
905206,657,11
905206,5693,12
905206,7671,13
905206,1287,14
905206,10772,15
905206,1024,16
905206,1819,17
905206,12501,18
905206,13865,19
905206,11237,20
523312,4207,1
523312,10827,2
523312,11940,3
523312,3446,4
523312,14260,5
523312,11103,6
523312,11592,7
523312,8832,8
523312,6853,9
523312,1264,10
523312,599,11
523312,10191,12
523312,7132,13
523312,10859,14
523312,16315,15
523312,1678,16
523312,86,17
523312,9198,18
523312,8356,19
523312,11552,20
737950,1287,1
737950,657,2
737950,1819,3
737950,5693,4
737950,16166,5
737950,14414,6
737950,10772,7
737950,12719,8
737950,16270,9
737950,15464,10
737950,8636,11
737950,6837,12
737950,7671,13
737950,9169,14
737950,12501,15
737950,11237,16
737950,13865,17
737950,11778,18
737950,6470,19
737950,3734,20
831968,12719,1
831968,873,2
831968,1895,3
831968,14388,4
831968,14414,5
831968,3734,6
831968,6837,7
831968,599,8
831968,1817,9
831968,15577,10
831968,9211,11
831968,2775,12
831968,11778,13
831968,15041,14
831968,11237,15
831968,14317,16
831968,15464,17
831968,1678,18
831968,3964,19
831968,2323,20
588209,1895,1
588209,6837,2
588209,1678,3
588209,14388,4
588209,9211,5
588209,2323,6
588209,1817,7
588209,10436,8
588209,6458,9
588209,9465,10
588209,15464,11
588209,2775,12
588209,11237,13
588209,5693,14
588209,1287,15
588209,657,16
588209,11778,17
588209,12719,18
588209,16166,19
588209,14414,20
922483,14414,1
922483,12719,2
922483,6458,3
922483,7671,4
922483,1024,5
922483,9562,6
922483,14388,7
922483,9211,8
922483,830,9
922483,9465,10
922483,15804,11
922483,11237,12
922483,5906,13
922483,657,14
922483,1287,15
922483,3182,16
922483,7626,17
922483,9169,18
922483,4141,19
922483,14681,20
953403,7671,1
953403,12719,2
953403,14414,3
953403,6837,4
953403,11103,5
953403,6458,6
953403,9465,7
953403,5693,8
953403,11237,9
953403,11778,10
953403,10772,11
953403,15464,12
953403,657,13
953403,16454,14
953403,3784,15
953403,8636,16
953403,3734,17
953403,14022,18
953403,13865,19
953403,1287,20
444515,3734,1
444515,12719,2
444515,14414,3
444515,13865,4
444515,14388,5
444515,657,6
444515,2775,7
444515,1287,8
444515,11237,9
444515,5693,10
444515,15464,11
444515,9211,12
444515,10772,13
444515,8636,14
444515,9728,15
444515,2323,16
444515,1817,17
444515,15787,18
444515,6458,19
444515,9465,20
681323,10474,1
681323,1308,2
681323,6837,3
681323,7671,4
681323,12597,5
681323,12719,6
681323,657,7
681323,14414,8
681323,1287,9
681323,6458,10
681323,11237,11
681323,12501,12
681323,9465,13
681323,15464,14
681323,5693,15
681323,10229,16
681323,3673,17
681323,9041,18
681323,1844,19
681323,3182,20
118427,599,1
118427,9646,2
118427,13865,3
118427,7671,4
118427,6837,5
118427,11103,6
118427,14414,7
118427,12719,8
118427,3734,9
118427,6458,10
118427,11237,11
118427,11940,12
118427,9465,13
118427,5693,14
118427,1287,15
118427,657,16
118427,15464,17
118427,8636,18
118427,3446,19
118427,9728,20
734605,7671,1
734605,14414,2
734605,6837,3
734605,12719,4
734605,6458,5
734605,9465,6
734605,3734,7
734605,11237,8
734605,13865,9
734605,15464,10
734605,8636,11
734605,5693,12
734605,14260,13
734605,11778,14
734605,9728,15
734605,657,16
734605,11103,17
734605,3784,18
734605,10772,19
734605,1287,20
1025671,657,1
1025671,1287,2
1025671,1819,3
1025671,5693,4
1025671,12501,5
1025671,16270,6
1025671,16166,7
1025671,15464,8
1025671,460,9
1025671,9169,10
1025671,12719,11
1025671,14414,12
1025671,1308,13
1025671,8636,14
1025671,11237,15
1025671,14388,16
1025671,1554,17
1025671,6458,18
1025671,3071,19
1025671,3734,20
586261,1024,1
586261,16166,2
586261,12719,3
586261,14414,4
586261,10772,5
586261,657,6
586261,9335,7
586261,9524,8
586261,6837,9
586261,1287,10
586261,5693,11
586261,15464,12
586261,14388,13
586261,7671,14
586261,6458,15
586261,16270,16
586261,1819,17
586261,10550,18
586261,9465,19
586261,11237,20
168925,14414,1
168925,5906,2
168925,1819,3
168925,9465,4
168925,657,5
168925,6458,6
168925,6837,7
168925,2931,8
168925,7789,9
168925,3734,10
168925,1287,11
168925,11237,12
168925,15787,13
168925,830,14
168925,16166,15
168925,14530,16
168925,5693,17
168925,9169,18
168925,10550,19
168925,13384,20
740412,599,1
740412,11103,2
740412,602,3
740412,14414,4
740412,3446,5
740412,4207,6
740412,9211,7
740412,1895,8
740412,12719,9
740412,2775,10
740412,6837,11
740412,14388,12
740412,14655,13
740412,1678,14
740412,11940,15
740412,9465,16
740412,15787,17
740412,86,18
740412,1817,19
740412,2323,20
67227,14388,1
67227,1895,2
67227,9211,3
67227,2775,4
67227,15787,5
67227,14655,6
67227,1678,7
67227,9465,8
67227,6837,9
67227,2323,10
67227,3,11
67227,14414,12
67227,14230,13
67227,6458,14
67227,12719,15
67227,1817,16
67227,5693,17
67227,14245,18
67227,657,19
67227,10436,20
228078,1819,1
228078,12719,2
228078,657,3
228078,11310,4
228078,1287,5
228078,14317,6
228078,11237,7
228078,3182,8
228078,14414,9
228078,16166,10
228078,8636,11
228078,9169,12
228078,10772,13
228078,3360,14
228078,15464,15
228078,7626,16
228078,12173,17
228078,7571,18
228078,12501,19
228078,460,20
541650,9646,1
541650,7671,2
541650,6837,3
541650,599,4
541650,13865,5
541650,14414,6
541650,3734,7
541650,12719,8
541650,11102,9
541650,1287,10
541650,6458,11
541650,657,12
541650,11237,13
541650,5693,14
541650,15464,15
541650,10772,16
541650,11778,17
541650,8636,18
541650,16166,19
541650,3182,20
1044231,4531,1
1044231,7671,2
1044231,14414,3
1044231,12719,4
1044231,6837,5
1044231,599,6
1044231,5693,7
1044231,3007,8
1044231,1287,9
1044231,657,10
1044231,3446,11
1044231,9465,12
1044231,11103,13
1044231,11940,14
1044231,6458,15
1044231,15464,16
1044231,10191,17
1044231,11237,18
1044231,286,19
1044231,10772,20
508138,3734,1
508138,11237,2
508138,11310,3
508138,10772,4
508138,3935,5
508138,11778,6
508138,13865,7
508138,7626,8
508138,16166,9
508138,14414,10
508138,12719,11
508138,1819,12
508138,657,13
508138,6458,14
508138,12173,15
508138,4436,16
508138,7829,17
508138,12981,18
508138,14388,19
508138,5693,20
1029078,11103,1
1029078,3446,2
1029078,4207,3
1029078,4551,4
1029078,3552,5
1029078,1264,6
1029078,180,7
1029078,3495,8
1029078,14507,9
1029078,11940,10
1029078,9198,11
1029078,8832,12
1029078,808,13
1029078,10859,14
1029078,835,15
1029078,1678,16
1029078,14968,17
1029078,14953,18
1029078,6853,19
1029078,3360,20
650071,1287,1
650071,16166,2
650071,5693,3
650071,12719,4
650071,657,5
650071,15464,6
650071,10772,7
650071,7671,8
650071,1819,9
650071,6837,10
650071,16270,11
650071,14414,12
650071,9169,13
650071,11237,14
650071,12501,15
650071,8636,16
650071,11778,17
650071,6458,18
650071,9465,19
650071,3734,20
987398,11103,1
987398,3446,2
987398,4207,3
987398,1264,4
987398,8832,5
987398,10191,6
987398,12719,7
987398,7132,8
987398,14414,9
987398,6837,10
987398,1895,11
987398,14388,12
987398,11940,13
987398,10859,14
987398,6853,15
987398,9198,16
987398,1817,17
987398,9211,18
987398,10827,19
987398,86,20
673221,3734,1
673221,14414,2
673221,12719,3
673221,1819,4
673221,9211,5
673221,657,6
673221,1287,7
673221,6458,8
673221,5906,9
673221,9524,10
673221,9169,11
673221,14388,12
673221,16166,13
673221,830,14
673221,5693,15
673221,11237,16
673221,15464,17
673221,10772,18
673221,12501,19
673221,1024,20
906932,12719,1
906932,10772,2
906932,14414,3
906932,7671,4
906932,657,5
906932,6837,6
906932,16166,7
906932,1287,8
906932,5693,9
906932,15464,10
906932,16270,11
906932,11237,12
906932,1819,13
906932,11778,14
906932,6458,15
906932,13865,16
906932,3734,17
906932,8636,18
906932,14431,19
906932,12501,20
509872,7671,1
509872,1024,2
509872,6837,3
509872,12719,4
509872,14414,5
509872,657,6
509872,9211,7
509872,14388,8
509872,6458,9
509872,11237,10
509872,9465,11
509872,1287,12
509872,3182,13
509872,3734,14
509872,12204,15
509872,9169,16
509872,1819,17
509872,7626,18
509872,15464,19
509872,16166,20
280429,9211,1
280429,14388,2
280429,1895,3
280429,1678,4
280429,14414,5
280429,12719,6
280429,2775,7
280429,1817,8
280429,15787,9
280429,2323,10
280429,9465,11
280429,6837,12
280429,6458,13
280429,14230,14
280429,14245,15
280429,5693,16
280429,14655,17
280429,1287,18
280429,657,19
280429,3,20
790734,7671,1
790734,3734,2
790734,13865,3
790734,6837,4
790734,8636,5
790734,14414,6
790734,12719,7
790734,4740,8
790734,11237,9
790734,3182,10
790734,14703,11
790734,657,12
790734,1287,13
790734,6458,14
790734,5693,15
790734,11778,16
790734,10772,17
790734,15464,18
790734,14317,19
790734,7829,20
54041,602,1
54041,599,2
54041,14414,3
54041,12719,4
54041,6837,5
54041,14388,6
54041,9211,7
54041,11237,8
54041,1678,9
54041,6458,10
54041,1817,11
54041,3360,12
54041,9465,13
54041,3718,14
54041,15787,15
54041,14655,16
54041,5448,17
54041,3784,18
54041,2775,19
54041,11778,20
189441,13129,1
189441,6806,2
189441,3784,3
189441,512,4
189441,599,5
189441,7102,6
189441,7671,7
189441,1026,8
189441,8178,9
189441,931,10
189441,6837,11
189441,2865,12
189441,1405,13
189441,12719,14
189441,7545,15
189441,5166,16
189441,197,17
189441,12770,18
189441,5693,19
189441,849,20
1026986,3784,1
1026986,7671,2
1026986,8675,3
1026986,9493,4
1026986,2425,5
1026986,512,6
1026986,6458,7
1026986,6837,8
1026986,3734,9
1026986,10401,10
1026986,602,11
1026986,3495,12
1026986,11103,13
1026986,12719,14
1026986,2773,15
1026986,15307,16
1026986,15790,17
1026986,14414,18
1026986,3446,19
1026986,7102,20
342563,16166,1
342563,16270,2
342563,10772,3
342563,657,4
342563,1024,5
342563,12719,6
342563,14414,7
342563,15464,8
342563,5693,9
342563,3182,10
342563,1287,11
342563,7671,12
342563,1819,13
342563,11778,14
342563,14388,15
342563,11237,16
342563,12501,17
342563,6458,18
342563,6837,19
342563,8636,20
1083225,3446,1
1083225,180,2
1083225,10191,3
1083225,3552,4
1083225,4551,5
1083225,15687,6
1083225,5249,7
1083225,11103,8
1083225,10859,9
1083225,1024,10
1083225,1264,11
1083225,7132,12
1083225,4207,13
1083225,10827,14
1083225,6853,15
1083225,599,16
1083225,14507,17
1083225,9198,18
1083225,1678,19
1083225,11940,20
377862,180,1
377862,3446,2
377862,5249,3
377862,3495,4
377862,4207,5
377862,7671,6
377862,14260,7
377862,3552,8
377862,11103,9
377862,7693,10
377862,10827,11
377862,10191,12
377862,1264,13
377862,12229,14
377862,12719,15
377862,11592,16
377862,11940,17
377862,9198,18
377862,6853,19
377862,14035,20
509523,599,1
509523,7671,2
509523,14414,3
509523,12719,4
509523,11103,5
509523,6837,6
509523,9211,7
509523,9465,8
509523,6458,9
509523,4648,10
509523,602,11
509523,12878,12
509523,14388,13
509523,14204,14
509523,5693,15
509523,1287,16
509523,3446,17
509523,657,18
509523,3552,19
509523,16005,20
226704,6837,1
226704,7671,2
226704,12719,3
226704,10772,4
226704,7417,5
226704,1287,6
226704,14414,7
226704,5693,8
226704,657,9
226704,16166,10
226704,15464,11
226704,1819,12
226704,6458,13
226704,11237,14
226704,16270,15
226704,11778,16
226704,9169,17
226704,13865,18
226704,9465,19
226704,3734,20
797259,7671,1
797259,12719,2
797259,6837,3
797259,14414,4
797259,1287,5
797259,657,6
797259,3734,7
797259,5693,8
797259,6458,9
797259,599,10
797259,10772,11
797259,1523,12
797259,15464,13
797259,13865,14
797259,9465,15
797259,11237,16
797259,3182,17
797259,4551,18
797259,747,19
797259,11103,20
289611,13865,1
289611,8636,2
289611,12719,3
289611,7671,4
289611,6837,5
289611,14414,6
289611,1024,7
289611,14388,8
289611,3734,9
289611,10772,10
289611,657,11
289611,11237,12
289611,6458,13
289611,9524,14
289611,9211,15
289611,1287,16
289611,1819,17
289611,5693,18
289611,830,19
289611,15464,20
369499,14414,1
369499,7671,2
369499,12719,3
369499,6837,4
369499,13143,5
369499,6458,6
369499,9465,7
369499,366,8
369499,4389,9
369499,5693,10
369499,9131,11
369499,14185,12
369499,9981,13
369499,11237,14
369499,3446,15
369499,3495,16
369499,1287,17
369499,13362,18
369499,15464,19
369499,9146,20
892859,4740,1
892859,14414,2
892859,13865,3
892859,7671,4
892859,830,5
892859,6837,6
892859,6458,7
892859,7829,8
892859,3734,9
892859,657,10
892859,3718,11
892859,8636,12
892859,5906,13
892859,14703,14
892859,14317,15
892859,3182,16
892859,9465,17
892859,12719,18
892859,1287,19
892859,12995,20
538222,14414,1
538222,6837,2
538222,9524,3
538222,7626,4
538222,1024,5
538222,12719,6
538222,9211,7
538222,6458,8
538222,14388,9
538222,830,10
538222,3734,11
538222,657,12
538222,11237,13
538222,14317,14
